reaction_id	reference_id	target_id	category	system	role	priority	accession	entry_name	gene_primary	gene_synonyms	protein_name	organism	organism_id	length	ec_number_uniprot	rhea_ids	interpro_ids	pfam_ids	protein_existence	annotation_score	pubmed_ids	evidence_tier	evidence_statement	target_match_rule	source	source_url	query_used	accessed_utc	sequence_sha256	notes	source_target_id	component_role	mapping_basis	unmapped_reason	expected_interpro_ids	expected_domain_terms	component_id	component_gene_family	shared_function_group
BRXN_CAT_C	BRT_CAT_C|P00948	BRT_CAT_C	aromatic_compounds	beta-ketoadipate catechol branch	transformation	core	P00948	CATC_PSEPU	catC		Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303	96	5.3.3.4	RHEA:12348	IPR011008;IPR026029;IPR003464;	PF02426;	Evidence at protein level	2.0	2449420; 7814330; 7391022; 901811; 5330966; 2926818	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P00948/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:catC)	2026-08-23T13:19:14.992147+00:00	2c4203d7760e94fbb2221aaeb8863f78adc723a6e64df8a5b51a9a68bb175feb	Catechol branch downstream step	BRT_CAT_C	complete_enzyme	exact						
BRXN_CAT_C	BRT_CAT_C|P95609	BRT_CAT_C	aromatic_compounds	beta-ketoadipate catechol branch	transformation	core	P95609	CATC_RHOOP	catC		Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Rhodococcus opacus (Nocardia opaca)	37919	93	5.3.3.4	RHEA:12348	IPR011008;IPR026029;IPR003464;	PF02426;	Evidence at protein level	2.0	8990288	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P95609/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:catC)	2026-08-23T13:19:14.992147+00:00	c84dd26a4152f732e19bfa0591553b04003af26ba991a88a29beeb2daf7b2a23	Catechol branch downstream step	BRT_CAT_C	complete_enzyme	exact						
BRXN_CAT_C	BRT_CAT_C|P80573	BRT_CAT_C	aromatic_compounds	beta-ketoadipate catechol branch	transformation	core	P80573	CATC_CUPPJ	catC		Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Cupriavidus pinatubonensis (strain JMP 134 / LMG 1197) (Cupriavidus necator (strain JMP 134))	264198	92	5.3.3.4	RHEA:12348	IPR011008;IPR026029;IPR003464;	PF02426;	Evidence at protein level	2.0	20339589; 8647072	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P80573/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:catC)	2026-08-23T13:19:14.992147+00:00	e0dfef11041e274d2ec287db08e7061c226e4e96f8b53ecdd7a272bade4dd926	Catechol branch downstream step	BRT_CAT_C	complete_enzyme	exact						
BRXN_CAT_C	BRT_CAT_C|Q43932	BRT_CAT_C	aromatic_compounds	beta-ketoadipate catechol branch	transformation	core	Q43932	CATC_ACIAD	catC		Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	96	5.3.3.4	RHEA:12348	IPR011008;IPR026029;IPR003464;	PF02426;	Inferred from homology	2.0	8125318; 15514110	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q43932/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:catC)	2026-08-23T13:19:14.992147+00:00	87cc5b8ee4874d1191ed5022b74cc5835cd490d44abbffb905b2fa9d9baf77f8	Catechol branch downstream step	BRT_CAT_C	complete_enzyme	exact						
BRXN_CAT_C	BRT_CAT_C|Q9I0X4	BRT_CAT_C	aromatic_compounds	beta-ketoadipate catechol branch	transformation	core	Q9I0X4	CATC_PSEAE	catC		Muconolactone Delta-isomerase (MIase) (EC 5.3.3.4)	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964	96	5.3.3.4	RHEA:12348	IPR011008;IPR026029;IPR003464;	PF02426;	Inferred from homology	2.0	10984043	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q9I0X4/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:catC)	2026-08-23T13:19:14.992147+00:00	58bd8d29542ebbe2a1293d8423162dad2d02e379db7c7b1b9f3e5c922ffb63eb	Catechol branch downstream step	BRT_CAT_C	complete_enzyme	exact						
BRXN_PCA_B	BRT_PCA_B|Q59092	BRT_PCA_B	aromatic_compounds	beta-ketoadipate protocatechuate branch	transformation	core	Q59092	PCAB_ACIAD	pcaB		3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2) (3-carboxymuconate lactonizing enzyme) (CMLE)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	451	5.5.1.2	RHEA:23656	IPR019468;IPR024083;IPR020557;IPR000362;IPR022761;IPR008948;IPR012789;	PF10397;PF00206;	Evidence at protein level	3.0	8063101; 15514110	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q59092/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:5.5.1.2	2026-08-23T13:19:14.992147+00:00	bf87dfc3fd1739e5a40932995367bb10d3a014c7da8e5d3423c076c6ab85534f	Protocatechuate branch cycloisomerase	BRT_PCA_B	complete_enzyme	exact						
BRXN_PCA_B	BRT_PCA_B|Q9I6Q8	BRT_PCA_B	aromatic_compounds	beta-ketoadipate protocatechuate branch	transformation	core	Q9I6Q8	PCAB_PSEAE	pcaB		3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2) (3-carboxymuconate lactonizing enzyme) (CMLE)	Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)	208964	459	5.5.1.2	RHEA:23656	IPR019468;IPR020557;IPR000362;IPR022761;IPR008948;IPR012789;	PF10397;PF00206;	Inferred from homology	3.0	10984043	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q9I6Q8/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:5.5.1.2	2026-08-23T13:19:14.992147+00:00	5eaa8e0b1bd6ad5ba28b835d7c9b536db229da4662fe5767ee1969ae8b042808	Protocatechuate branch cycloisomerase	BRT_PCA_B	complete_enzyme	exact						
BRXN_PCA_B	BRT_PCA_B|O31385	BRT_PCA_B	aromatic_compounds	beta-ketoadipate protocatechuate branch	transformation	core	O31385	PCAB_BRADU	pcaB		3-carboxy-cis,cis-muconate cycloisomerase (EC 5.5.1.2) (3-carboxymuconate lactonizing enzyme) (CMLE)	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	224911	451	5.5.1.2	RHEA:23656	IPR019468;IPR020557;IPR000362;IPR022761;IPR008948;IPR012789;	PF10397;PF00206;	Inferred from homology	2.0	9582432; 12597275	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/O31385/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:5.5.1.2	2026-08-23T13:19:14.992147+00:00	849a1f7d42c372a93727d43945c54d8c5da8bac38d6a6e408ed83d0c1bb1c07a	Protocatechuate branch cycloisomerase	BRT_PCA_B	complete_enzyme	exact						
BRXN_PCA_C	BRT_PCA_C|P20370	BRT_PCA_C	aromatic_compounds	beta-ketoadipate protocatechuate branch	transformation	core	P20370	DC4C_ACIAD	pcaC		4-carboxymuconolactone decarboxylase (CMD) (EC 4.1.1.44)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	134	4.1.1.44	RHEA:23348	IPR052512;IPR029032;IPR003779;IPR012788;	PF02627;	Inferred from homology	2.0	2298704; 15514110	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P20370/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:4.1.1.44	2026-08-23T13:19:14.992147+00:00	5c5f0914d9c62f2e7c3d9a0fc5295b7d7ae4ad2f9d4bfb91d94476029d76fde1	Benchmark rescue reaction	BRT_PCA_C	complete_enzyme	exact						
BRXN_PCA_D	BRT_PCA_D|P00632	BRT_PCA_D	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	P00632	ELH2_ACIAD	catD		3-oxoadipate enol-lactonase 2 (EC 3.1.1.24) (3-oxoadipate enol-lactonase II) (Beta-ketoadipate enol-lactone hydrolase II) (Enol-lactone hydrolase II)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	267	3.1.1.24	RHEA:10184	IPR050471;IPR000073;IPR029058;IPR026968;	PF00561;	Evidence at protein level	2.0	8125318; 15514110; 670169	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P00632/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:3.1.1.24	2026-08-23T13:19:14.992147+00:00	63ec6e7aef168f578c3f03c2242444ba3653590ac9558aedf105c60a52fb8754	Lower beta-ketoadipate pathway	BRT_PCA_D	complete_enzyme	exact						
BRXN_PCA_D	BRT_PCA_D|Q59093	BRT_PCA_D	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	Q59093	ELH1_ACIAD	pcaD		3-oxoadipate enol-lactonase 1 (EC 3.1.1.24) (3-oxoadipate enol-lactonase I) (Beta-ketoadipate enol-lactone hydrolase I) (Enol-lactone hydrolase I)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	266	3.1.1.24	RHEA:10184	IPR000073;IPR029058;IPR050266;IPR026968;	PF00561;	Predicted	2.0	8181753; 15514110	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q59093/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:3.1.1.24	2026-08-23T13:19:14.992147+00:00	0c41137c5f82786c13810e546e9c5983aed746a4e7311a5266dfd77708e9afd3	Lower beta-ketoadipate pathway	BRT_PCA_D	complete_enzyme	exact						
BRXN_PCA_IJ	BRT_PCA_I|Q01103	BRT_PCA_I	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	Q01103	PCAI_PSEPU	pcaI		3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6) (Beta-ketoadipate:succinyl-CoA transferase subunit A)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303	231	2.8.3.6	RHEA:12048	IPR012792;IPR004165;IPR004163;IPR037171;	PF01144;	Evidence at protein level	2.0	1624453; 6780551	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q01103/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:pcaI)	2026-08-23T13:19:14.992147+00:00	ecb21d425f11d33ef05a957c9ee2583194c62a04e5df313a7b295beefd58b761	Subunit A; must be paired with PcaJ	BRT_PCA_I	subunit_A	multi_subunit						
BRXN_PCA_IJ	BRT_PCA_I|Q43973	BRT_PCA_I	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	Q43973	PCAI_ACIAD	pcaI; catI	; 	3-oxoadipate CoA-transferase subunit A (EC 2.8.3.6) (Beta-ketoadipate:succinyl-CoA transferase subunit A)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	228	2.8.3.6	RHEA:12048	IPR012792;IPR004165;IPR004163;IPR037171;	PF01144;	Evidence at protein level	2.0	8063101; 8125318; 15514110	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q43973/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:pcaI)	2026-08-23T13:19:14.992147+00:00	b04cde1ab52bfbc8b5b3f0f30cb106c88e7dd1be8be54c4b2e49e247042ba426	Subunit A; must be paired with PcaJ	BRT_PCA_I	subunit_A	multi_subunit						
BRXN_PCA_IJ	BRT_PCA_J|P0A102	BRT_PCA_J	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	P0A102	PCAJ_PSEPU	pcaJ		3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6) (Beta-ketoadipate:succinyl-CoA transferase subunit B)	Pseudomonas putida (Arthrobacter siderocapsulatus)	303	213	2.8.3.6	RHEA:12048	IPR012791;IPR004165;IPR004164;IPR037171;	PF01144;	Evidence at protein level	3.0	1624453; 6780551	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P0A102/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:pcaJ)	2026-08-23T13:19:14.992147+00:00	7023e0edf88f1120bd2dc02bc266df8beefbc04146e6d275e4637269da0c62cc	Subunit B; must be paired with PcaI	BRT_PCA_J	subunit_B	multi_subunit						
BRXN_PCA_IJ	BRT_PCA_J|Q59091	BRT_PCA_J	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	Q59091	PCAJ_ACIAD	pcaJ; catJ	; 	3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6) (Beta-ketoadipate:succinyl-CoA transferase subunit B)	Acinetobacter baylyi (strain ATCC 33305 / BD413 / ADP1)	62977	217	2.8.3.6	RHEA:12048	IPR012791;IPR004165;IPR004164;IPR037171;	PF01144;	Evidence at protein level	2.0	8063101; 8125318; 15514110	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/Q59091/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:pcaJ)	2026-08-23T13:19:14.992147+00:00	6edb5c8636486712a908fc83bfde07b4d219c74801701759d72bcf777962993b	Subunit B; must be paired with PcaI	BRT_PCA_J	subunit_B	multi_subunit						
BRXN_PCA_IJ	BRT_PCA_J|P0A101	BRT_PCA_J	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	P0A101	PCAJ_PSEPK	pcaJ		3-oxoadipate CoA-transferase subunit B (EC 2.8.3.6) (Beta-ketoadipate:succinyl-CoA transferase subunit B)	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160488	213	2.8.3.6	RHEA:12048	IPR012791;IPR004165;IPR004164;IPR037171;	PF01144;	Inferred from homology	2.0	12534463	B	UniProtKB/Swiss-Prot reviewed/manual curation; direct biochemical validation not asserted by this library	exact gene name + compatible reviewed protein name	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P0A101/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND (gene_exact:pcaJ)	2026-08-23T13:19:14.992147+00:00	7023e0edf88f1120bd2dc02bc266df8beefbc04146e6d275e4637269da0c62cc	Subunit B; must be paired with PcaI	BRT_PCA_J	subunit_B	multi_subunit						
BRXN_PCA_F	BRT_PCA_F|P0C7L2	BRT_PCA_F	aromatic_compounds	beta-ketoadipate shared lower pathway	transformation	core	P0C7L2	PAAJ_ECOLI	paaJ	paaE ydbW	3-oxoadipyl-CoA/3-oxo-5,6-dehydrosuberyl-CoA thiolase (EC 2.3.1.174) (EC 2.3.1.223)	Escherichia coli (strain K12)	83333	401	2.3.1.174; 2.3.1.223	RHEA:19481 RHEA:34799	IPR012793;IPR002155;IPR016039;IPR020615;IPR020610;IPR020617;IPR020613;IPR020616;	PF02803;PF00108;	Evidence at protein level	5.0	9097039; 9278503; 16738553; 9748275; 10766858; 12846838; 17259607; 20660314	A	UniProtKB/Swiss-Prot reviewed; function-specific publication indexed by UniProt	exact EC	UniProtKB/Swiss-Prot	https://www.uniprot.org/uniprotkb/P0C7L2/entry	reviewed:true AND taxonomy_id:2 AND fragment:false AND ec:2.3.1.174	2026-08-23T13:19:14.992147+00:00	b76e8f5f52ad4610c7698bb896c89078d44dcdb773dc2dc3e72757b4c8c7f042	Final thiolytic cleavage	BRT_PCA_F	complete_enzyme	exact						
